,funding_entity,sum(mean_spend)
29281,Charlie Baranski for Freeholder,4026.5
29282,"I, Pastafari Documentary",4024.5
29283,County of Greenville,4023.5
29284,Mary Jo Taylor for Senate,4023.5
29285,Jennifer Boutte for County Clerk,4023.5
29286,Mav3n Digital ,4020.5
29287,Citizens for Matt Old,4020.5
29288,Brian Mullins Roane County Road Superintendent 2020,4017.5
29289,John A Fitzner,4017.5
29290,Brad Dimitric Mole,4016.5
29291,My Favorite Company,4016.5
29292,Tunson 4 LACCD,4015.5
29293,Bryan Curtis Fisher,4014.5
29294,David E Benaym,4013.5
29295,"Williams, Murphy & Ondrovic for NYS Supreme Court Justice, 9th JD",4013.5
29296,OC Moms 4 Truth,4013.5
29297,Joe Taylor ,4013.5
29298,The Panda Tribune,4011.5
29299,Block by Block Creative,4011.5
29300,West Palm Beach Assoc. of Firefighters,4011.5
29301,Darren Rutherford 4 Ward 4 2020,4010.5
29302,Reginald Hardee For Kissimmee City Commissioner Seat 3,4010.5
29303,Sanford Republican Committee,4010.5
29304,Citizens for a Better Parkville,4010.5
29305,Webster Electric,4009.5
29306,CTE Vilma Martinez-Dominguez for Mayor of Lawrence,4009.5
29307,Laurel for HD24,4009.5
29308,Friends of Janet Metsa,4009.5
29309,Boone County Democratic Party,4009.5
29310,Committee to Elect Holly Gunther,4009.5
29311,Open Source Election Technology Institute (OSET Institute),4009.5
29312,Perron for Council,4009.5
29313,Sparks4Senate ,4009.5
29314,Rebecca Leigh Champlin,4009.5
29315,Melissa Sue Buckley,4009.5
29316,Bruce Maptin Jaquays,4009.5
29317,Friends to Elect Joseph Jerger Judge,4009.5
29318,Peter M Helms,4009.5
29319,Cindy Freeman Campaign Fund,4009.5
29320,Garcia For OUHSD Board of Trustees 2020,4009.5
29321,Kelly Nicole Krauch,4009.5
29322,Becky Nordgren Campaign,4009.5
29323,Sullivan County Democratic Committee,4009.5
29324,Friends of Amy #inthe8th,4009.5
29325,Heather Wirtz,4009.5
29326,"Massachusetts Nonprofit Network, Inc.",4009.5
29327,COMMITTEE TO ELECT QUENTIN POTTER,4009.5
29328,"CLEVELAND MUSEUM OF ART, THE",4009.5
29329,Senseman City Council,4009.5
29330,College Station Association of Neighborhoods,4009.5
29331,William A Weston  Jr,4009.5
29332,Committee to Elect Dan Dulyea,4009.5
29333,David Cooper Stephens,4009.5
29334,Marion Tracy Pelt,4009.5
29335,Laura A Rosenberger,4009.5
29336,Committee for Laurette Giardino,4009.5
29337,Friends To Elect Kyra Hoffner,4009.5
29338,Lane Lynchard for County Commissioner,4009.5
29339,Ronnie Garza,4009.5
29340,Dawer Canete,4009.5
29341,Robin Hood Studios,4009.5
29342,Gary Dan Williams,4009.5
29343,Elizabeth Galligan For School Board,4009.5
29344,Janice Claire Broda,4009.5
29345,G-PAC ,4009.5
29346,Holeka Goro Inaba,4009.5
29347,Kenneth Tyree Webb,4009.5
29348,Citizens for Jenne Shepherd,4009.5
29349,Charlotte Warren,4009.5
29350,Zachery David Ramos,4009.5
29351,Ed Hernandez for City Council 2020,4009.5
29352,Matt Klein for Senate,4009.5
29353,The Full Spectrum Online,4009.5
29354,Elizabeth Ann Mcconnell,4009.5
29355,Woody Collins for Mayor,4009.5
29356,Deepwood Preservation Committee,4009.5
29357,Sean M Callahan,4009.5
29358,Simmons for City Council 2020,4009.5
29359,Harry John Long,4009.5
29360,Lucrecia Carolina Deleon for Dublin City Council 2020,4009.5
29361,Deborah L Chubb,4009.5
29362,Janessa Goldbeck for Congress,3999.0
29363,Pete Ricketts for Governor,3996.0
29364,People's Choice For President Institute,3995.0
29365,Committee to Protect Florida,3995.0
29366,Oppose SB - 625 (I.D. #1346862),3994.0
29367,The Seattle Times,3994.0
29368,Rocky Mountain Power,3993.0
29369,Shamann Walton for Democratic Central Committee 2020 • FPPC ID# 1422994• Financial disclosures available at SF Ethics,3992.0
29370,Second Harvest Food Bank - Feeding South Louisiana ,3992.0
29371,Brian Kroshus for North Dakota,3992.0
29372,Renee Broughton Godwin,3991.0
29373,"The Voice of the People, LLC",3990.0
29374,Committee for a Stronger Broward,3990.0
29375,Friends of Angel Garcia,3989.0
29376,Michael M Mccord,3988.0
29377,Riggs For Missouri,3986.0
29378,Young Americans Against Socialism,3986.0
29379,"WASHINGTON, DC ECONOMIC PARTNERSHIP",3986.0
29380,Ryan T Herd,3986.0
29381,FAIR HOUSING CONTACT SERVICES,3985.0
29382,Xan John for United States Senate 2020,3983.0
29383,Esther Hickman,3983.0
29384,Patriot Flakes,3982.0
29385,MADEO USA LLC,3980.0
29386,Protect Our Defenders Foundation,3979.0
29387,Jason Lynn Locklin,3978.0
29388,Mary McFarland for Ada County Commissioner,3978.0
29389,NAIL Communications,3978.0
29390,Jane Presby for School Board,3977.0
29391,Colour Printing,3977.0
29392,Brandon Wesley Ross,3975.0
29393,Kevin Paul Aguirre,3975.0
29394,Marya DC 2020,3975.0
29395,Friends of Ara,3973.0
29396,Eden Digital Group LLC,3972.0
29397,Va Pao Her,3971.0
29398,Committee To Elect Adam Wiley For State Representative ,3970.0
29399,UNIVERSITY PRESBYTERIAN CHURCH FRESNO,3970.0
29400,Stephanie Hale Heck,3969.0
29401,Hernandez for Castle Rock,3968.0
29402,Committee to Elect Larry Fish for Clinton County Sheriff ,3967.0
29403,SEATTLE INITIATIVE THROUGH TECHNOLOGY AND INNOVATION,3967.0
29404,Minnesota Historical Society,3967.0
29405,RapidTests,3965.0
29406,"COMMITTEE TO ELECT PAUL AKINJO FOR CA, ASSEMBLY DIST 12 2020 ",3964.0
29407,Gabe M Mc Leod,3964.0
29408,Stars and Stripes Depot,3963.0
29409,Brian McDonald - School Board,3962.0
29410,Megan For Arkansas,3962.0
29411,Richard Robert Trunnell,3962.0
29412,Vote Tom Webster for P-BVUSD School Board 2020,3962.0
29413,Keith Thomas Jackson,3961.0
29414,Rural Investment to Protect our Environment,3961.0
29415,Committee Building Newport's Future,3960.0
29416,Brittany Alicia Brown,3960.0
29417,Jon Marc Gaiter,3960.0
29418,Dennis Dale Fowler,3960.0
29419,Jeff Clemons for Cullman County Commission Chairman ,3960.0
29420,Rep. Julie Alexander,3960.0
29421,Robin4Mayor,3960.0
29422,James Wesley Garigen,3960.0
29423,Sally Lou Smith,3960.0
29424,"Woodrow for CO, Registered Agent Steven L. Woodrow",3960.0
29425,Responsible Leadership for Scio,3960.0
29426,Measure K for Kids,3960.0
29427,Marcy Dolan for Truckee Town Council 2020 Campaign,3960.0
29428,Jeff Halley for State Representative,3960.0
29429,Heron Wealth,3960.0
29430,Steven B Neice,3960.0
29431,Lloyd Walter Bokman,3960.0
29432,"INTER FAITH MINISTRIES WICHITA, INC",3960.0
29433,Bill Niemi for Sheriff,3960.0
29434,Suzanne Lynn Matthews,3960.0
29435,Margaret Elizabeth Swisher,3960.0
29436,Gray 4 NH Senate,3960.0
29437,Diana Simmons for Judge,3960.0
29438,James A Welcome,3960.0
29439,In the Midst Productions,3960.0
29440,Susan Fredericks-Ploussard For Calabasas City Council 2020,3960.0
29441,The Huron County Democratic Party,3960.0
29442,Supporters of Steven Shevey ,3960.0
29443,Nancy Radcliffe for City Council 2020 - District 1,3960.0
29444,James Paul Motes,3960.0
29445,Fred Augustine Decaro,3960.0
29446,Geoffrey Alan Parker,3960.0
29447,Juan A Dies,3960.0
29448,Rita Davis,3960.0
29449,"Committee to Elect Ken Baughman. Lynne Baughman, Treasurer.",3960.0
29450,Harold Wayne Herndon,3960.0
29451,Citizens for Jeff Hammer,3960.0
29452,Neighbors for Stefanie Dalton,3960.0
29453,Candidate Danny Paz,3960.0
29454,Indiana Chapter of Unite Here Local 23,3960.0
29455,Elect Hastings,3960.0
29456,Richard Cash for State Senate,3960.0
29457,Wesley Edward Trueblood,3960.0
29458,"NORTHERN CALIFORNIA INDIAN DEVELOPMENT COUNCIL, INC.",3960.0
29459,Damon James Flugence,3960.0
29460,Campaign to Elect Corbin Snardon for Ky House District 3,3960.0
29461,Timothy Wayne Burch,3960.0
29462,Pamela N Danziger,3960.0
29463,Nicholas Greene,3960.0
29464,Social Good Fund,3960.0
29465,Memorial Presbyterian Church,3960.0
29466,IMMIGRATION GROUP LLC 2,3960.0
29467,Emily for SC Senate,3960.0
29468,"PATHe, LLC.",3960.0
29469,Jason Thomas Smith,3960.0
29470,Kampaigning with Kam Holzendorf for City Council 2020 Committee,3960.0
29471,Nila Louise Frye,3960.0
29472,"Protecting Sacramento, Vote No on Measure G, Sponsored by Sacramento Area Firefighters Local 522",3946.5
29473,Gomez-Krauss for Supervisor 2020,3943.5
29474,73rd Meridian Partners,3941.5
29475,Cindy Tindell for State Committeewoman,3939.5
29476,John Meade for School Board,3938.5
29477,Kaylee Mead for Clinton County Clerk,3932.5
29478,Keith William Radig,3932.5
29479,FSR Wealth Strategies,3931.5
29480,David Arreola For Gainesville City Commission,3930.5
29481,Kathy Marie Mcghee,3929.5
29482,Local Voices on Wind Energy,3929.5
29483,Albany County for Smart Energy Development,3929.5
29484,Newsnotnoise,3928.5
29485,Robert Puffer,3928.5
29486,Nance for Freeholder and Stuart for Surrogate,3927.5
29487,Premier Fraud Prevention,3927.5
29488,Friends of Kevin Greenfield,3926.5
29489,Friends of Renee Schoen,3925.5
29490,Wisconsin Conservative Leadership Coalition,3925.5
29491,The Collective Consultancy,3923.5
29492,John Steven Leyba,3922.5
29493,Committee To Elect Rob Cesternino,3922.5
29494,Friends of Aniece Germain,3919.5
29495,Erika Alexander for Royal Oak School Board,3919.5
29496,kBoulevard LLC,3919.5
29497,Committee to Elect Troy Recker,3919.5
29498,Jeff Richards for Clermont,3918.5
29499,"EFO Kozempel, Ellis, Gallinaro, and DiMeo",3918.5
29500,Andrew Kenneth Swanson,3918.5
29501,Committee to Elect Rhonda Guaderrama to Carlsbad,3917.5
29502,Neal Robin Karski,3917.5
29503,Karen Cox Jaroch for Soil and Water Conservation Supervisor,3916.5
29504,Michael Lee Gogin Campaign for Burbank City Council 2020 ID# 1427068,3915.5
29505,Catena Media US,3915.5
29506,Woods Hole Oceanographic Institution,3914.5
29507,Sheriff Daniel Edwards,3914.5
29508,Jim Childers for Greenbrier County Magistrate,3914.5
29509,Javier Castano,3913.5
29510,Brian Andrew Lett,3912.5
29511,Marcus Glenn Sewell,3912.5
29512,Michael James Gasca,3912.5
29513,"Paid for by Authority of Friends of Brian Sims, Angela Wells-Sims, Treasurer",3912.5
29514,Flores Professional Services,3911.5
29515,Harvey for Mayor campaign,3910.5
29516,"CONNIE RICE INSTITUTE FOR URBAN PEACE, THE",3910.5
29517,TestUp MKE,3910.5
29518,Donald R Mullenix,3910.5
29519,Commissioner Zylstra,3910.5
29520,Lucille Starer Marshall,3910.5
29521,Scott W Humberd,3910.5
29522,Maureen R Mattingly,3910.5
29523,Jacob Thomas Cornell,3910.5
29524,Stephanie Anne Alfieri,3910.5
29525,David Joel Chandler,3910.5
29526,American Nations,3910.5
29527,Kevin Stine for Medford,3910.5
29528,Covenant House Inc,3910.5
29529,"Walker & Taylor, PLLC",3910.5
29530,Councilwoman Keisha Dorsey-Louisville Metro-District 3,3910.5
29531,Sharla Renee Davis,3910.5
29532,Mrs. Green's World,3910.5
29533,FRIENDS OF JOSHUA FLYNN,3910.5
29534,David Wayne Hawkins,3910.5
29535,Jenny Higbie For School Board,3910.5
29536,Aurelia Realty Group,3910.5
29537,Jennifer Lawrence for Mayor,3910.5
29538,Andre Lavon Taylor,3910.5
29539,Steve Waldrip Campaign,3910.5
29540,Michael None Volin,3910.5
29541,Scott Mark Schmerelson,3910.5
29542,John William Pritchett,3910.5
29543,Peninsula Health Care District,3910.5
29544,Prevent Child Abuse North Carolina,3910.5
29545,Singleton Boise Lee,3910.5
29546,Brian Lee Okelly,3910.5
29547,Thomas Jack Freedman,3910.5
29548,Andrew Jesus Valdes,3910.5
29549,Keren Ann Meister Emerich,3910.5
29550,Kaumron Khorrami Eidgahy,3910.5
29551,Michelle Anne Simone,3910.5
29552,Friends of Rachel Verdick,3910.5
29553,Eric L Mc Intyre,3910.5
29554,Nomi Network,3910.5
29555,Citizens for Kevin Wright,3910.5
29556,Unified Modern Party Corporation,3910.5
29557,Dadrien M Washington,3910.5
29558,Make America Social Again ,3910.5
29559,RCV Delaware,3910.5
29560,ICTIndivisible,3910.5
29561,Gini A Varghese,3910.5
29562,Phil Stephenson Campaign,3910.5
29563,Tim Lonergan for County Board,3910.5
29564,Gabriel Mathew Whitley,3910.5
29565,Jamie Whelan For Mayor,3910.5
29566,Nathaniel Todd Sorenson,3910.5
29567,Matthew Davis Hall,3910.5
29568,San Dra Hughes O Obrien,3910.5
29569,"Xanadu Marketing, Inc",3910.5
29570,Sarah Elizabeth Taff,3910.5
29571,"Brown Physicians, Inc.",3910.5
29572,WEST VIRGINIA AFL-CIO INC,3910.5
29573,Avery William Sommerfeld,3910.5
29574,Reimagine Arkansas,3910.5
29575,WOMEN'S FOUNDATION OF GREATER KANSAS CITY,3910.5
29576,Friends of Michelle Binker,3910.5
29577,Keith Raphael Towery,3910.5
29578,"Charles ""Chunk"" Jones for Sheriff 2020",3910.5
29579,Casey Cunningham,3896.0
29580,Kennon Wooten for Judge,3896.0
29581,Ryan J Ledendecker,3894.0
29582,"Byron L. Riley, CPA",3893.5
29583,Friends of Matt Bayles,3890.0
29584,Robin Ann Litaker,3890.0
29585,"Santos Garcia for Madera Mayor 2020, FPPC ID No:1431551",3889.0
29586,Alexander Augustine Juarez,3889.0
29587,League of Women Voters of Greenwich Education Fund,3886.0
29588,Mark Albert Lane,3885.0
29589,Virginia Beach Democratic Committee,3885.0
29590,Katie Burnworth for Imperial City Council,3884.0
29591,Van Oort for Polk,3884.0
29592,Re-elect Terry O'Day for City Council 2020,3884.0
29593,TenX Media ,3882.0
29594,Friends of MAC WV,3881.0
29595,"Keep America Great, LLC.",3881.0
29596,OLSON FOR SANTA MARGARITA WATER DISTRICT 2020,3880.0
29597,GTTFP Holdings,3878.0
29598,Milwaukee Urban League,3877.0
29599,Committee to Elect Robert Hart,3877.0
29600,Ryan Cody Hall,3876.0
29601,Christopher Everett Christiansen,3875.0
29602,Concealed Az,3874.0
29603,Christine Joy Tobin,3874.0
29604,Virginia Rising Action,3873.0
29605,Friends of Elena Haasl,3873.0
29606,Rene Dawn Hoy,3873.0
29607,Doris Machinski Campaign Bryan City Council SMD 4,3872.0
29608,Friends of Bethany Morrison,3872.0
29609,Schreiber Campaign for Bryan City Council,3872.0
29610,Regine Bell,3872.0
29611,Brandon Adams,3871.0
29612,Nicholas Joseph Begich,3870.0
29613,Susan for Arlington,3870.0
29614,Get the Lead Out Pittsburgh,3869.0
29615,Citizens to Elect Judge Halverson,3868.0
29616,FRIENDS OF GEORGE SANTANA 2020,3866.0
29617,Adam Walker For Tennessee,3866.0
29618,Fishpac29,3866.0
29619,Latinx Voice WI,3865.0
29620,"Democratic caucus, Dutchess County legislature",3865.0
29621,Philip John Tibbs,3864.0
29622,T. Wright Barksdale for District Attorney,3863.0
29623,James Douglas Bulman,3863.0
29624,Bob Glenn for City Commission,3862.0
29625,Shelley J Rudnicki,3862.0
29626,Committee to Elect Nancy 4 Cathedral City,3862.0
29627,Committee to Elect Desiree T Washington for Supervisor 2020,3861.0
29628,Derek Adams,3861.0
29629,SHAH FAMILY FOUNDATION,3861.0
29630,Jim Hightower,3861.0
29631,Paid for by Vote for Tarece Johnson,3861.0
29632,Hailey Nicole Winkleman,3861.0
29633,Kristy Thames Spears,3861.0
29634,Robyn Mae Lorraine Young,3861.0
29635,JENNIFER SCOTT-WASILK,3861.0
29636,Devany Bechler for Goleta Union School Board 2020,3861.0
29637,Chad Dalton Petty,3861.0
29638,ST CRONAN CATHOLIC CHURCH,3861.0
29639,Thomas B Mcintyre,3861.0
29640,Christa M Sorensen,3861.0
29641,Conley for House,3861.0
29642,Uwchlan Township Republican Committee Area 25,3861.0
29643,International Sportsman Inc.,3861.0
29644,Duke Energy Indiana Watch,3861.0
29645,Louisiana Policy Review,3861.0
29646,James Mulligan,3861.0
29647,David Howard Glass,3861.0
29648,Thrive New England,3861.0
29649,Jill Fritchen for County School Board 2020,3861.0
29650,Bjorn Colin Johnson,3861.0
29651,Brad Daniels For Taney County Sheriff,3861.0
29652,Citizens for Steve Nonn,3861.0
29653,Gray Soul Clothing,3861.0
29654,John Matthew Walker,3861.0
29655,City of Sedona,3861.0
29656,Justin Evetts Veazey,3861.0
29657,Matthew W Lorch,3861.0
29658,Contending Modernities (University of Notre Dame),3861.0
29659,Dwayne Joseph Bailey,3861.0
29660,Altruactive LLC,3861.0
29661,"Art of Honor, LLC",3861.0
29662,Paige L Miller,3861.0
29663,Julia Dalrymple,3861.0
29664,Friends of Joe Zitzelsberger,3861.0
29665,Pechtl for City Council,3861.0
29666,"Brandon Jackson Storm, Candidate ",3861.0
29667,Cookson Hills Electric Cooperative,3861.0
29668,Christofer Holland,3861.0
29669,The Fourth Place,3861.0
29670,Mark Alcarez for Douglas County Coroner,3861.0
29671,Marjorie Perry,3861.0
29672,Melissa Ramoso for City Council 2018,3861.0
29673,Brad C Striegel,3861.0
29674,David Charles Fielding,3861.0
29675,Eric Anthony Negrete,3861.0
29676,Richard Lawrence Gottfried,3861.0
29677,DC Young Democrats ,3861.0
29678,BRIDGE REFUGEE SERVICES INC,3861.0
29679,Gwinnett County Alumnae Chapter Delta Sigma Theta Sorority Inc.,3861.0
29680,John Lawrence Holland,3861.0
29681,Donald R Tyer,3861.0
29682,Colorado Criminal Justice Reform Coalition 4 Action,3861.0
29683,Andrea Lynn Slusarski,3843.5
29684,Carlie for House,3839.5
29685,Jonathan James Bailie,3839.5
29686,Susan Tenby,3839.5
29687,MUSEUM OF NEW SOUTH INC,3838.5
29688,"A Better Palmetto Bay Paid Electioneering Communication  2600 South Douglas Road, Suite 900, Coral Gables, FL 33134",3834.5
29689,Vote Lina,3833.5
29690,"SOUTHERN ILLINOIS COMMUNITY FOUNDATION, THE",3833.5
29691,Piñon Post LLC,3833.5
29692,Novak for Council and Conti for Council,3832.5
29693,Bradford for Supervisor 2020,3832.5
29694,Erin Sheehan for Maine House,3831.5
29695,Phillip R Paschel,3831.5
29696,Cole Conley for Senate,3831.5
29697,Williamson County Deputies Association Political Action Committee (WCDA PAC),3829.5
29698,SkyWest Media,3829.5
29699,"Yes for Castro Valley Students, FPPC #1423085.",3829.5
29700,Strand for City Commission,3829.5
29701,For the Fishes,3828.5
29702,Adam Gitter Campaign Fund,3827.5
29703,Matthew George Whitaker,3825.5
29704,Friends Of Bethel Schools,3824.5
29705,Newman Political Consulting Group,3824.5
29706,Michael Ovsenik for Swartz Creek School Board and Michael Ahearne for Swartz Creek School Board,3824.5
29707,Alyssa Ann Bailey,3823.5
29708,Committee to Elect Shane Ruebush,3823.5
29709,Lindsey Ann Prochko,3822.5
29710,Jo Atwood for Judge,3822.5
29711,Nathan Alexander Smith,3821.5
29712,Northern Chester County Democratic Committee,3820.5
29713,Supporters of Brenda J. Thiam,3820.5
29714,Care For Our Earth,3819.5
29715,James C Ten Broeck,3817.5
29716,CHARLIE GRESSMAN FOR NASSAU COUNTY COMMISSIONER DISTRICT 5,3816.5
29717,Miranda Sheffield for Pomona City Council,3816.5
29718,Scarsdale Voters Choice Party,3816.5
29719,Andrew J Tilson,3816.5
29720,Anne H Martin for MTZ School Board 2020,3815.5
29721,Jesse Cerda for City Council 2020,3815.5
29722,American Nurses Association Massachusetts,3815.5
29723,Sequencing.com,3814.5
29724,friends of cicconetti,3814.5
29725,April C Stark,3813.5
29726,Our Common Purpose,3813.5
29727,Michael Sutton for Maine House of Representatives 126,3813.5
29728,Committee to Elect Mary Jo Mullen,3813.5
29729,Garrett A Dean,3813.5
29730,Citizens to Elect Jake Dickerson,3812.5
29731,Ressie Krabacher,3811.5
29732,Committee To Elect Heidi Eisenhour,3811.5
29733,Koreman for Council,3811.5
29734,Committee to Elect Gary Peppin,3811.5
29735,Paul Curtis Boyd,3811.5
29736,"USA VOTE FOR FREEDOM ORGANIZATION SUPER PAC, INC",3811.5
29737,Ronald Liechti for SBCC Trustee 2020,3811.5
29738,Cathy Natalie Remy,3811.5
29739,"Pathways for Exceptional Children, Inc.",3811.5
29740,Julie Rachel Cohen,3811.5
29741,Committee to Elect Mary Kay Papen,3811.5
29742,Bridget Lynn Morningstar,3811.5
29743,PAULA AMEZOLA DE HERRERA CAMPAIGN CC SCHOOL BOARD 2020,3811.5
29744,Surf Technologies DBA Campaign Distributed,3811.5
29745,Janeice Lunsford for City Council,3811.5
29746,Friends of Rory Bialostosky ,3811.5
29747,The Aggregate News,3811.5
29748,Patrick F Ford,3811.5
29749,GENTE ORGANIZADA,3811.5
29750,Jeff Wilder,3811.5
29751,Vitae Foundation,3811.5
29752,Committee to Elect Janet Borgens for Redwood City Council 2020,3811.5
29753,Michael Eric Mehlhoff,3811.5
29754,Max Perrey for Mill Valley City Council ,3811.5
29755,Laura Meier for County Commission,3811.5
29756,George Knox for Family Court Judge,3811.5
29757,Make It Happen,3811.5
29758,EFO BettyLou DeCroce,3811.5
29759,MICHAEL JOHN-FRANKLIN BREZNIK,3811.5
29760,Melissa A Boyd,3811.5
